CustomerID,recency,frequency,monetary,r_score,f_score,m_score,segment,rf_score
16784,20,3,107.6,4,1,1,New Customers,41
16788,123,155,597.48,2,5,3,At Risk,25
16789,8,5,80.8,5,1,1,New Customers,51
16790,4,95,1520.1200000000001,5,4,4,Loyal Customers,54
16791,29,322,1706.28,4,5,4,Loyal Customers,45
16792,282,12,110.38000000000001,1,1,1,Lost Customers,11
16793,57,16,243.84,3,2,2,Others,32
16794,1,287,1201.51,5,5,4,Champions,55
16795,365,66,414.88,1,4,2,At Risk,14
16796,89,18,305.62,2,2,2,Lost Customers,22
16800,11,164,1201.49,5,5,4,Champions,55
16801,163,121,867.83,2,4,3,At Risk,24
16803,65,24,332.3,3,2,2,Others,32
16804,23,60,536.99,4,4,3,Loyal Customers,44
16805,174,98,460.59,2,4,2,At Risk,24
16806,103,103,801.49,2,4,3,At Risk,24
16807,143,67,1121.59,2,4,4,At Risk,24
16808,99,23,288.42,2,2,2,Lost Customers,22
16809,23,150,912.74,4,5,4,Loyal Customers,45
16810,192,16,275.64,1,2,2,Lost Customers,12
16811,5,28,547.07,5,2,3,New Customers,52
16812,361,15,479.35,1,2,3,Lost Customers,12
16813,8,449,1692.98,5,5,4,Champions,55
16814,14,325,6500.6,4,5,5,Loyal Customers,45
16816,103,28,417.06,2,2,2,Lost Customers,22
16817,3,95,1446.95,5,4,4,Loyal Customers,54
16818,11,191,3317.97,5,5,5,Champions,55
16820,96,26,497.61,2,2,3,Lost Customers,22
16823,227,38,358.38,1,3,2,Others,13
16824,16,26,460.64,4,2,2,New Customers,42
16825,39,28,775.1800000000001,3,2,3,Others,32
16826,51,22,341.7,3,2,2,Others,32
16828,93,8,128.5,2,1,1,Lost Customers,21
16829,157,11,197.22,2,1,1,Lost Customers,21
16830,39,23,325.91,3,2,2,Others,32
16832,184,12,199.15,1,1,1,Lost Customers,11
16833,1,47,1106.53,5,3,4,Others,53
16834,228,24,413.46,1,2,2,Lost Customers,12
16835,128,10,180.85,2,1,1,Lost Customers,21
16836,40,11,251.87,3,1,2,Others,31
16837,31,166,3167.73,4,5,5,Loyal Customers,45
16838,197,26,582.9,1,2,3,Lost Customers,12
16839,9,298,15357.78,5,5,5,Champions,55
16841,37,117,1774.62,3,4,4,Others,34
16842,64,64,1260.44,3,4,4,Others,34
16843,43,379,10183.82,3,5,5,Others,35
16846,50,11,214.32,3,1,1,Others,31
16847,43,12,193.44,3,1,1,Others,31
16848,53,14,281.42,3,1,2,Others,31
16849,187,8,124.57,1,1,1,Lost Customers,11
16850,334,19,332.41,1,2,2,Lost Customers,12
16851,4,20,342.45,5,2,2,New Customers,52
16852,10,9,144.91000000000003,5,1,1,New Customers,51
16855,24,19,328.4,4,2,2,New Customers,42
16856,15,2,35.400000000000006,4,1,1,New Customers,41
16858,366,13,345.89000000000004,1,1,2,Lost Customers,11
16859,106,72,473.14,2,4,3,At Risk,24
16861,60,8,151.65,3,1,1,Others,31
16863,29,28,481.35,4,2,3,New Customers,42
16866,141,11,207.73999999999998,2,1,1,Lost Customers,21
16869,23,129,805.62,4,5,3,Loyal Customers,45
16871,22,139,2761.4900000000002,4,5,5,Loyal Customers,45
16872,77,7,680.02,2,1,3,Lost Customers,21
16873,5,289,7066.31,5,5,5,Champions,55
16875,64,123,2023.47,3,4,5,Others,34
16877,12,159,853.72,4,5,3,Loyal Customers,45
16878,25,6,0.0,4,1,1,New Customers,41
16880,31,178,1519.08,4,5,4,Loyal Customers,45
16881,67,1,432.0,3,1,2,Others,31
16882,67,39,705.12,3,3,3,Others,33
16883,187,38,276.73,1,3,2,Others,13
16884,38,26,429.84000000000003,3,2,2,Others,32
16885,15,101,471.51,4,4,3,Loyal Customers,44
16887,35,37,194.88,3,3,1,Others,33
16889,195,135,1578.67,1,5,4,At Risk,15
16891,2,203,809.7,5,5,3,Champions,55
16892,1,101,496.84000000000003,5,4,3,Loyal Customers,54
16893,367,45,145.93,1,3,1,Others,13
16895,65,69,219.14,3,4,1,Others,34
16897,299,44,213.03,1,3,1,Others,13
16898,26,163,444.46,4,5,2,Loyal Customers,45
16899,8,125,1281.56,5,5,4,Champions,55
16900,12,82,187.6900000000001,4,4,1,Loyal Customers,44
16902,116,44,1706.88,2,3,4,Others,23
16903,29,60,373.24,4,4,2,Loyal Customers,44
16904,4,710,3754.27,5,5,5,Champions,55
16905,5,209,3085.48,5,5,5,Champions,55
16906,82,93,579.77,2,4,3,At Risk,24
16907,29,151,981.65,4,5,4,Loyal Customers,45
16909,64,19,364.14,3,2,2,Others,32
16910,4,547,1510.06,5,5,4,Champions,55
16912,23,105,2528.67,4,4,5,Loyal Customers,44
16913,290,8,113.44,1,1,1,Lost Customers,11
16914,36,38,208.46,3,3,1,Others,33
16915,9,57,621.6800000000001,5,3,3,Others,53
16916,24,143,576.26,4,5,3,Loyal Customers,45
16917,277,9,391.52,1,1,2,Lost Customers,11
16918,50,130,1043.34,3,5,4,Others,35
16919,156,327,2596.45,2,5,5,At Risk,25
16921,61,60,169.79,3,4,1,Others,34
16923,12,696,6666.83,4,5,5,Loyal Customers,45
16924,21,89,739.5,4,4,3,Loyal Customers,44
16926,371,14,230.25,1,1,1,Lost Customers,11
16927,116,6,543.05,2,1,3,Lost Customers,21
16928,80,213,2781.5,2,5,5,At Risk,25
16929,4,77,1295.39,5,4,4,Loyal Customers,54
16930,26,54,380.55,4,3,2,Others,43
16931,5,898,4604.22,5,5,5,Champions,55
16932,53,53,161.94,3,3,1,Others,33
16933,1,49,530.08,5,3,3,Others,53
16934,55,62,950.9300000000001,3,4,4,Others,34
16936,26,57,262.68,4,3,2,Others,43
16938,9,242,1903.13,5,5,4,Champions,55
16940,52,305,3049.88,3,5,5,Others,35
16942,13,283,1894.11,4,5,4,Loyal Customers,45
16943,212,33,816.73,1,3,3,Others,13
16945,22,249,4345.5,4,5,5,Loyal Customers,45
16947,236,21,406.48,1,2,2,Lost Customers,12
16948,139,19,435.02,2,2,2,Lost Customers,22
16949,4,61,1161.27,5,4,4,Loyal Customers,54
16950,57,42,1178.56,3,3,4,Others,33
16951,123,87,1262.75,2,4,4,At Risk,24
16952,109,16,167.61,2,2,1,Lost Customers,22
16953,30,1,20.8,4,1,1,New Customers,41
16954,1,54,2085.08,5,3,5,Others,53
16955,185,26,493.67,1,2,3,Lost Customers,12
16956,9,18,292.34,5,2,2,New Customers,52
16957,239,16,416.64,1,2,2,Lost Customers,12
16959,87,7,117.35000000000001,2,1,1,Lost Customers,21
16960,39,101,507.05,3,4,3,Others,34
16961,116,14,234.17,2,1,1,Lost Customers,21
16963,187,7,110.55000000000001,1,1,1,Lost Customers,11
16965,227,26,201.19,1,2,1,Lost Customers,12
16966,8,31,2148.47,5,3,5,Others,53
16967,189,21,319.02,1,2,2,Lost Customers,12
16968,4,31,439.43,5,3,2,Others,53
16969,39,42,650.41,3,3,3,Others,33
16971,3,42,232.20999999999998,5,3,1,Others,53
16976,267,2,251.51999999999998,1,1,2,Lost Customers,11
16978,78,39,344.33,2,3,2,Others,23
16979,4,91,1809.05,5,4,4,Loyal Customers,54
16980,255,87,1078.96,1,4,4,At Risk,14
16982,61,22,384.06,3,2,2,Others,32
16983,13,149,1920.2,4,5,4,Loyal Customers,45
16984,78,418,4392.42,2,5,5,At Risk,25
16985,17,121,5461.62,4,4,5,Loyal Customers,44
16986,30,3,1873.2,4,1,4,New Customers,41
16987,3,129,1625.05,5,5,4,Champions,55
16988,5,7,126.12,5,1,1,New Customers,51
16989,7,12,1133.25,5,1,4,New Customers,51
16990,219,1,179.0,1,1,1,Lost Customers,11
16992,11,95,1601.8600000000001,5,4,4,Loyal Customers,54
16995,372,1,-1.25,1,1,1,Lost Customers,11
16996,30,41,1427.46,4,3,4,Others,43
16997,288,12,702.0,1,1,3,Lost Customers,11
16998,150,6,287.02000000000004,2,1,2,Lost Customers,21
16999,23,23,484.82,4,2,3,New Customers,42
17001,1,169,3989.57,5,5,5,Champions,55
17002,73,50,1487.78,2,3,4,Others,23
17004,46,44,1412.94,3,3,4,Others,33
17006,5,44,781.78,5,3,3,Others,53
17007,51,53,877.4300000000001,3,3,3,Others,33
17010,17,12,185.46,4,1,1,New Customers,41
17011,30,15,270.9,4,2,2,New Customers,42
17014,8,75,565.58,5,4,3,Loyal Customers,54
17015,29,217,1842.56,4,5,4,Loyal Customers,45
17017,3,268,8574.11,5,5,5,Champions,55
17018,41,16,920.1,3,2,4,Others,32
17019,11,234,1272.61,5,5,4,Champions,55
17022,31,7,71.0,4,1,1,New Customers,41
17024,45,3,95.85,3,1,1,Others,31
17025,61,9,357.77,3,1,2,Others,31
17026,185,4,154.82999999999998,1,1,1,Lost Customers,11
17027,79,155,848.59,2,5,3,At Risk,25
17029,111,2,716.0,2,1,3,Lost Customers,21
17030,64,11,146.87,3,1,1,Others,31
17031,12,22,380.35,4,2,2,New Customers,42
17033,86,28,1030.14,2,2,4,Lost Customers,22
17034,16,32,734.5699999999999,4,3,3,Others,43
17035,246,32,388.33,1,3,2,Others,13
17037,78,77,1253.22,2,4,4,At Risk,24
17038,30,22,112.4,4,2,1,New Customers,42
17040,138,15,449.73,2,2,2,Lost Customers,22
17041,27,71,1065.77,4,4,4,Loyal Customers,44
17042,3,98,1044.3799999999999,5,4,4,Loyal Customers,54
17043,32,102,1735.18,4,4,4,Loyal Customers,44
17044,9,10,897.4300000000001,5,1,3,New Customers,51
17045,113,22,339.44,2,2,2,Lost Customers,22
17046,157,22,642.02,2,2,3,Lost Customers,22
17047,85,65,1100.9,2,4,4,At Risk,24
17048,115,48,864.32,2,3,3,Others,23
17049,3,322,5594.78,5,5,5,Champions,55
17050,96,316,3228.84,2,5,5,At Risk,25
17051,194,43,247.14000000000001,1,3,2,Others,13
17052,28,92,413.75,4,4,2,Loyal Customers,44
17053,129,14,496.38,2,1,3,Lost Customers,21
17054,28,84,1353.83,4,4,4,Loyal Customers,44
17058,82,62,1179.89,2,4,4,At Risk,24
17059,30,516,3095.04,4,5,5,Loyal Customers,45
17060,266,5,234.24,1,1,1,Lost Customers,11
17061,74,101,5116.13,2,4,5,At Risk,24
17062,314,71,534.47,1,4,3,At Risk,14
17063,9,82,1421.59,5,4,4,Loyal Customers,54
17064,59,62,859.35,3,4,3,Others,34
17065,143,1,-112.35,2,1,1,Lost Customers,21
17068,12,297,4531.34,4,5,5,Loyal Customers,45
17069,28,154,2655.2200000000003,4,5,5,Loyal Customers,45
17070,114,64,312.14,2,4,2,At Risk,24
17071,9,148,2385.48,5,5,5,Champions,55
17073,18,174,1446.09,4,5,4,Loyal Customers,45
17075,18,80,813.77,4,4,3,Loyal Customers,44
17076,36,25,841.0799999999999,3,2,3,Others,32
17078,36,28,378.2,3,2,2,Others,32
17079,78,2,118.80000000000001,2,1,1,Lost Customers,21
17080,22,9,285.5,4,1,2,New Customers,41
17081,25,64,290.16,4,4,2,Loyal Customers,44
17082,33,81,2003.85,3,4,5,Others,34
17083,109,52,1405.78,2,3,4,Others,23
17084,35,162,2949.75,3,5,5,Others,35
17085,123,189,1555.05,2,5,4,At Risk,25
17086,7,96,2050.08,5,4,5,Loyal Customers,54
17088,28,115,1991.01,4,4,4,Loyal Customers,44
17090,4,64,2041.8500000000001,5,4,5,Loyal Customers,54
17091,3,198,3802.81,5,5,5,Champions,55
17092,50,125,1777.78,3,5,4,Others,35
17094,318,15,270.20000000000005,1,2,2,Lost Customers,12
17095,22,77,1088.2,4,4,4,Loyal Customers,44
17096,9,52,992.6800000000001,5,3,4,Others,53
17097,2,213,937.92,5,5,4,Champions,55
17100,18,65,971.74,4,4,4,Loyal Customers,44
17101,10,42,1621.73,5,3,4,Others,53
17102,262,1,25.5,1,1,1,Lost Customers,11
17105,159,90,665.78,2,4,3,At Risk,24
17107,33,421,10380.43,3,5,5,Others,35
17109,29,121,869.6800000000001,4,4,3,Loyal Customers,44
17110,165,12,163.29999999999998,2,1,1,Lost Customers,21
17111,47,30,248.61,3,3,2,Others,33
17114,6,135,747.22,5,5,3,Champions,55
17115,8,43,806.9000000000001,5,3,3,Others,53
17117,288,9,116.19999999999999,1,1,1,Lost Customers,11
17118,318,10,157.02,1,1,1,Lost Customers,11
17119,3,38,593.61,5,3,3,Others,53
17120,233,18,307.46,1,2,2,Lost Customers,12
17122,119,7,138.32,2,1,1,Lost Customers,21
17123,162,9,345.29999999999995,2,1,2,Lost Customers,21
17124,185,32,298.89,1,3,2,Others,13
17125,50,40,259.35,3,3,2,Others,33
17126,152,262,991.85,2,5,4,At Risk,25
17128,335,14,157.09,1,1,1,Lost Customers,11
17131,5,134,2463.17,5,5,5,Champions,55
17133,16,27,4892.240000000001,4,2,5,New Customers,42
17134,107,24,425.0,2,2,2,Lost Customers,22
17135,16,52,1139.73,4,3,4,Others,43
17138,276,24,380.5,1,2,2,Lost Customers,12
17139,16,487,10585.57,4,5,5,Loyal Customers,45
17140,247,20,465.32,1,2,2,Lost Customers,12
17142,239,15,579.0,1,2,3,Lost Customers,12
17144,1,48,984.57,5,3,4,Others,53
17146,106,35,749.78,2,3,3,Others,23
17147,23,85,1679.64,4,4,4,Loyal Customers,44
17148,52,9,124.88,3,1,1,Others,31
17152,195,16,1503.5,1,2,4,Lost Customers,12
17153,24,14,213.78,4,1,1,New Customers,41
17154,75,23,329.34,2,2,2,Lost Customers,22
17155,18,20,251.70000000000002,4,2,2,New Customers,42
17157,8,15,306.55,5,2,2,New Customers,52
17158,32,67,1266.97,4,4,4,Loyal Customers,44
17159,22,102,1534.73,4,4,4,Loyal Customers,44
17160,31,229,3518.03,4,5,5,Loyal Customers,45
17162,29,105,1707.21,4,4,4,Loyal Customers,44
17163,22,5,293.1,4,1,2,New Customers,41
17164,33,145,2466.4,3,5,5,Others,35
17165,284,10,158.68,1,1,1,Lost Customers,11
17166,39,14,189.49,3,1,1,Others,31
17169,50,60,816.88,3,4,3,Others,34
17171,289,16,224.91,1,2,1,Lost Customers,12
17172,75,16,313.26,2,2,2,Lost Customers,22
17173,5,87,3755.65,5,4,5,Loyal Customers,54
17174,218,4,59.9,1,1,1,Lost Customers,11
17175,44,64,1430.94,3,4,4,Others,34
17176,202,15,306.13,1,2,2,Lost Customers,12
17179,178,80,711.79,2,4,3,At Risk,24
17180,56,131,780.38,3,5,3,Others,35
17181,57,23,239.92000000000002,3,2,2,Others,32
17183,8,76,3286.9100000000003,5,4,5,Loyal Customers,54
17186,47,2,144.0,3,1,1,Others,31
17187,227,10,203.95,1,1,1,Lost Customers,11
17188,11,89,2275.58,5,4,5,Loyal Customers,54
17189,106,61,384.40000000000003,2,4,2,At Risk,24
17190,59,20,249.74,3,2,2,Others,32
17191,28,237,2095.13,4,5,5,Loyal Customers,45
17193,36,35,1674.46,3,3,4,Others,33
17194,274,29,262.62,1,2,2,Lost Customers,12
17197,30,29,1013.01,4,2,4,New Customers,42
17198,24,96,692.22,4,4,3,Loyal Customers,44
17201,54,40,342.63,3,3,2,Others,33
17203,36,152,3563.85,3,5,5,Others,35
17204,169,67,1352.91,2,4,4,At Risk,24
17205,54,13,384.08,3,1,2,Others,31
17206,53,7,204.24,3,1,1,Others,31
17211,27,213,2299.67,4,5,5,Loyal Customers,45
17212,253,4,226.85,1,1,1,Lost Customers,11
17213,40,164,2741.08,3,5,5,Others,35
17214,60,104,984.12,3,4,4,Others,34
17217,234,9,113.5,1,1,1,Lost Customers,11
17218,4,274,1960.72,5,5,4,Champions,55
17219,32,25,114.23,4,2,1,New Customers,42
17220,24,472,3198.25,4,5,5,Loyal Customers,45
17221,7,63,335.13,5,4,2,Loyal Customers,54
17222,65,28,354.15,3,2,2,Others,32
17223,310,49,426.79,1,3,2,Others,13
17226,309,21,393.49,1,2,2,Lost Customers,12
17227,19,47,939.32,4,3,4,Others,43
17228,16,208,1906.09,4,5,4,Loyal Customers,45
17229,96,47,318.76,2,3,2,Others,23
17230,264,73,3466.67,1,4,5,At Risk,14
17231,12,546,3127.82,4,5,5,Loyal Customers,45
17232,3,36,421.52,5,3,2,Others,53
17233,35,25,190.88,3,2,1,Others,32
17234,183,14,149.89000000000001,1,1,1,Lost Customers,11
17235,25,29,550.06,4,2,3,New Customers,42
17236,13,105,916.13,4,4,4,Loyal Customers,44
17237,11,19,314.69,5,2,2,New Customers,52
17238,3,566,3744.65,5,5,5,Champions,55
17239,313,16,379.95,1,2,2,Lost Customers,12
17242,108,40,1135.04,2,3,4,Others,23
17243,1,407,8628.55,5,5,5,Champions,55
17244,53,31,954.9,3,3,4,Others,33
17245,205,9,171.45,1,1,1,Lost Customers,11
17247,15,55,282.19,4,3,2,Others,43
17248,120,69,318.65,2,4,2,At Risk,24
17250,4,57,384.52,5,3,2,Others,53
17251,363,39,283.28000000000003,1,3,2,Others,13
17252,117,87,353.86,2,4,2,At Risk,24
17253,18,18,178.26,4,2,1,New Customers,42
17254,5,112,272.44,5,4,2,Loyal Customers,54
17255,41,78,298.41,3,4,2,Others,34
17256,107,16,240.0,2,2,2,Lost Customers,22
17259,148,124,603.37,2,4,3,At Risk,24
17262,52,12,1253.3600000000001,3,1,4,Others,31
17263,208,23,63.440000000000005,1,2,1,Lost Customers,12
17265,139,127,562.9,2,5,3,At Risk,25
17266,2,80,310.64,5,4,2,Loyal Customers,54
17267,127,38,317.62,2,3,2,Others,23
17268,108,6,763.64,2,1,3,Lost Customers,21
17272,42,116,2144.53,3,4,5,Others,34
17274,35,27,111.97999999999999,3,2,1,Others,32
17277,228,69,1065.3500000000001,1,4,4,At Risk,14
17278,241,15,246.04,1,2,2,Lost Customers,12
17279,58,9,187.82999999999998,3,1,1,Others,31
17282,130,94,1703.41,2,4,4,At Risk,24
17284,60,294,1641.68,3,5,4,Others,35
17286,22,45,153.92,4,3,1,Others,43
17287,26,124,1064.11,4,4,4,Loyal Customers,44
17288,9,142,1419.73,5,5,4,Champions,55
17289,32,112,936.16,4,4,4,Loyal Customers,44
17290,4,102,525.24,5,4,3,Loyal Customers,54
17291,308,1,550.8000000000001,1,1,3,Lost Customers,11
17293,8,135,1875.1100000000001,5,5,4,Champions,55
17295,29,69,556.95,4,4,3,Loyal Customers,44
17297,17,51,131.78,4,3,1,Others,43
17298,101,30,498.42,2,3,3,Others,23
17299,12,57,669.11,4,3,3,Others,43
17301,21,66,197.63,4,4,1,Loyal Customers,44
17302,15,81,1119.93,4,4,4,Loyal Customers,44
17303,361,53,250.04,1,3,2,Others,13
17306,11,69,8600.73,5,4,5,Loyal Customers,54
17307,365,1,-152.64000000000001,1,1,1,Lost Customers,11
17309,95,12,82.75,2,1,1,Lost Customers,21
17311,78,55,1384.85,2,3,4,Others,23
17312,139,14,644.3,2,1,3,Lost Customers,21
17313,18,28,2288.13,4,2,5,New Customers,42
17314,25,136,2514.76,4,5,5,Loyal Customers,45
17315,1,487,6204.46,5,5,5,Champions,55
17317,46,11,2524.02,3,1,5,Others,31
17320,100,73,1200.6200000000001,2,4,4,At Risk,24
17321,8,107,700.86,5,4,3,Loyal Customers,54
17323,15,204,908.99,4,5,3,Loyal Customers,45
17324,18,50,990.23,4,3,4,Others,43
17325,280,6,96.8,1,1,1,Lost Customers,11
17329,14,33,523.11,4,3,3,Others,43
17330,23,6,363.9,4,1,2,New Customers,41
17331,124,1,175.2,2,1,1,Lost Customers,21
17333,86,28,494.25,2,2,3,Lost Customers,22
17334,301,12,306.6,1,1,2,Lost Customers,11
17337,151,548,1944.32,2,5,4,At Risk,25
17338,17,757,6612.18,4,5,5,Loyal Customers,45
17339,94,9,243.36,2,1,2,Lost Customers,21
17340,9,424,11891.18,5,5,5,Champions,55
17341,157,183,781.36,2,5,3,At Risk,25
17343,355,17,193.64,1,2,1,Lost Customers,12
17344,46,32,160.57,3,3,1,Others,33
17345,15,87,537.74,4,4,3,Loyal Customers,44
17346,4,503,2611.58,5,5,5,Champions,55
17347,86,1,228.96,2,1,1,Lost Customers,21
17348,15,215,1159.52,4,5,4,Loyal Customers,45
17349,179,9,110.75,1,1,1,Lost Customers,11
17350,8,72,1256.19,5,4,4,Loyal Customers,54
17351,36,27,587.15,3,2,3,Others,32
17353,129,8,1740.0,2,1,4,Lost Customers,21
17354,51,16,1393.06,3,2,4,Others,32
17356,312,19,178.22,1,2,1,Lost Customers,12
17357,24,45,388.14,4,3,2,Others,43
17358,303,59,365.85,1,4,2,At Risk,14
17359,11,15,127.86,5,2,1,New Customers,52
17360,17,132,585.79,4,5,3,Loyal Customers,45
17361,49,29,488.2,3,2,3,Others,32
17362,239,35,312.23,1,3,2,Others,13
17364,1,414,4455.73,5,5,5,Champions,55
17365,13,468,4801.56,4,5,5,Loyal Customers,45
17367,238,34,168.4,1,3,1,Others,13
17368,23,128,1349.52,4,5,4,Loyal Customers,45
17370,73,33,446.18,2,3,2,Others,23
17371,17,87,423.89,4,4,2,Loyal Customers,44
17372,41,253,1342.68,3,5,4,Others,35
17373,40,57,646.92,3,3,3,Others,33
17374,219,28,495.77,1,2,3,Lost Customers,12
17375,190,71,372.5,1,4,2,At Risk,14
17376,71,24,203.2,3,2,1,Others,32
17377,24,419,3925.92,4,5,5,Loyal Customers,45
17379,11,83,404.66,5,4,2,Loyal Customers,54
17381,9,110,20272.43,5,4,5,Loyal Customers,54
17382,65,2,65.4,3,1,1,Others,31
17383,4,51,199.29,5,3,1,Others,53
17384,19,15,336.4,4,2,2,New Customers,42
17385,15,47,261.11,4,3,2,Others,43
17386,8,28,2686.42,5,2,5,New Customers,52
17387,20,78,784.11,4,4,3,Loyal Customers,44
17388,78,15,1259.56,2,2,4,Lost Customers,22
17389,1,224,31300.079999999998,5,5,5,Champions,55
17391,164,3,508.8,2,1,3,Lost Customers,21
17392,307,62,457.91,1,4,2,At Risk,14
17394,219,4,203.86999999999998,1,1,1,Lost Customers,11
17396,39,27,7330.8,3,2,5,Others,32
17397,22,92,696.41,4,4,3,Loyal Customers,44
17398,115,38,653.38,2,3,3,Others,23
17400,126,213,2129.96,2,5,5,At Risk,25
17402,5,59,2633.85,5,4,5,Loyal Customers,54
17403,36,33,281.62,3,3,2,Others,33
17404,4,201,30300.82,5,5,5,Champions,55
17405,1,94,967.22,5,4,4,Loyal Customers,54
17406,330,116,1928.72,1,4,4,At Risk,14
17408,163,2,32.65,2,1,1,Lost Customers,21
17409,185,13,771.85,1,1,3,Lost Customers,11
17410,16,64,1214.72,4,4,4,Loyal Customers,44
17411,12,43,748.94,4,3,3,Others,43
17412,3,66,1258.06,5,4,4,Loyal Customers,54
17414,44,6,778.0,3,1,3,Others,31
17415,80,14,507.84,2,1,3,Lost Customers,21
17416,30,271,6838.34,4,5,5,Loyal Customers,45
17418,42,30,463.46000000000004,3,3,2,Others,33
17419,11,208,4200.97,5,5,5,Champions,55
17420,50,30,598.83,3,3,3,Others,33
17422,16,135,1853.1299999999999,4,5,4,Loyal Customers,45
17423,45,28,663.63,3,2,3,Others,32
17425,19,43,759.17,4,3,3,Others,43
17426,4,272,5022.26,5,5,5,Champions,55
17427,72,2,100.8,2,1,1,Lost Customers,21
17428,1,343,17078.45,5,5,5,Champions,55
17429,121,42,512.12,2,3,3,Others,23
17430,33,14,265.76,3,1,2,Others,31
17431,313,43,403.3,1,3,2,Others,13
17432,18,48,365.76,4,3,2,Others,43
17433,88,54,303.15999999999997,2,3,2,Others,23
17434,2,138,2333.42,5,5,5,Champions,55
17436,2,9,216.29999999999998,5,1,1,New Customers,51
17438,247,19,378.3,1,2,2,Lost Customers,12
17440,148,8,177.1,2,1,1,Lost Customers,21
17442,29,140,2210.2599999999998,4,5,5,Loyal Customers,45
17443,220,1,534.24,1,1,3,Lost Customers,11
17444,148,135,2940.04,2,5,5,At Risk,25
17446,177,9,120.9,2,1,1,Lost Customers,21
17447,40,36,541.53,3,3,3,Others,33
17448,145,1,-4287.63,2,1,1,Lost Customers,21
17449,2,279,2504.86,5,5,5,Champions,55
17450,8,351,187482.17,5,5,5,Champions,55
17451,1,107,1648.95,5,4,4,Loyal Customers,54
17453,18,19,486.71999999999997,4,2,3,New Customers,42
17454,192,61,517.53,1,4,3,At Risk,14
17455,204,8,131.7,1,1,1,Lost Customers,11
17456,365,17,249.86,1,2,2,Lost Customers,12
17457,127,19,1737.7,2,2,4,Lost Customers,22
17458,15,54,316.5,4,3,2,Others,43
17459,43,111,657.3,3,4,3,Others,34
17460,79,37,452.63,2,3,2,Others,23
17461,23,111,757.46,4,4,3,Loyal Customers,44
17462,51,28,662.94,3,2,3,Others,32
17463,16,219,1881.36,4,5,4,Loyal Customers,45
17464,158,9,289.96000000000004,2,1,2,Lost Customers,21
17466,10,41,763.28,5,3,3,Others,53
17468,10,5,137.0,5,1,1,New Customers,51
17469,16,90,1843.06,4,4,4,Loyal Customers,44
17470,45,78,1125.07,3,4,4,Others,34
17472,191,181,710.29,1,5,3,At Risk,15
17475,79,14,194.37,2,1,1,Lost Customers,21
17480,74,31,506.51,2,3,3,Others,23
17481,4,83,1249.34,5,4,4,Loyal Customers,54
17483,65,21,414.04,3,2,2,Others,32
17486,261,24,396.87,1,2,2,Lost Customers,12
17489,59,29,376.64,3,2,2,Others,32
17490,1,86,1926.8799999999999,5,4,4,Loyal Customers,54
17491,1,110,3541.92,5,4,5,Loyal Customers,54
17492,248,12,374.57,1,1,2,Lost Customers,11
17495,8,27,497.56,5,2,3,New Customers,52
17496,359,10,271.05,1,1,2,Lost Customers,11
17498,76,17,272.22,2,2,2,Lost Customers,22
17499,290,40,622.88,1,3,3,Others,13
17500,17,5,1138.0,4,1,4,New Customers,41
17501,221,18,288.6,1,2,2,Lost Customers,12
17502,9,28,689.1,5,2,3,New Customers,52
17503,3,38,558.96,5,3,3,Others,53
17504,206,140,2745.2799999999997,1,5,5,At Risk,15
17505,162,52,1145.84,2,3,4,Others,23
17506,70,16,294.29,3,2,2,Others,32
17507,262,88,605.58,1,4,3,At Risk,14
17508,281,22,387.31,1,2,2,Lost Customers,12
17509,58,369,6100.74,3,5,5,Others,35
17510,25,20,308.48,4,2,2,New Customers,42
17511,3,1076,88125.38,5,5,5,Champions,55
17512,29,106,2920.04,4,4,5,Loyal Customers,44
17513,72,6,513.2,2,1,3,Lost Customers,21
17514,128,40,208.65,2,3,1,Others,23
17515,31,87,639.02,4,4,3,Loyal Customers,44
17516,15,137,768.08,4,5,3,Loyal Customers,45
17517,309,11,153.94,1,1,1,Lost Customers,11
17519,17,83,1839.07,4,4,4,Loyal Customers,44
17520,54,30,546.81,3,3,3,Others,33
17521,24,46,721.9599999999999,4,3,3,Others,43
17522,2,73,1070.71,5,4,4,Loyal Customers,54
17523,11,33,652.74,5,3,3,Others,53
17524,361,6,145.0,1,1,1,Lost Customers,11
17525,360,9,422.70000000000005,1,1,2,Lost Customers,11
17526,1,23,706.7,5,2,3,New Customers,52
17527,54,49,888.86,3,3,3,Others,33
17528,1,260,3540.1,5,5,5,Champions,55
17530,1,394,2385.0,5,5,5,Champions,55
17531,121,15,293.45,2,2,2,Lost Customers,22
17534,54,9,223.36,3,1,1,Others,31
17535,280,13,164.4,1,1,1,Lost Customers,11
17536,177,3,76.5,2,1,1,Lost Customers,21
17537,30,75,897.62,4,4,3,Loyal Customers,44
17538,26,9,98.42,4,1,1,New Customers,41
17540,9,26,570.4,5,2,3,New Customers,52
17542,270,25,170.75,1,2,1,Lost Customers,12
17545,43,145,645.96,3,5,3,Others,35
17547,372,2,-11.8,1,1,1,Lost Customers,11
17548,218,17,-141.48,1,2,1,Lost Customers,12
17549,24,6,148.86,4,1,1,New Customers,41
17550,197,42,267.16,1,3,2,Others,13
17551,359,43,306.84,1,3,2,Others,13
17552,43,51,909.96,3,3,4,Others,33
17553,130,2,1487.6,2,1,4,Lost Customers,21
17554,1,88,1952.45,5,4,4,Loyal Customers,54
17555,20,106,483.26,4,4,3,Loyal Customers,44
